staff_id,staff_name,role,store_id,hire_date,hours_per_week,certification_level
EMP-00965,Stephen Sanford,Pharmacy Technician,ST-0124,2022-09-21,35,Junior
EMP-00966,Alexandra Baxter,Pharmacy Technician,ST-0124,2018-10-12,35,Mid
EMP-00967,Aaron Carlson,Pharmacy Technician,ST-0124,2025-07-06,35,Mid
EMP-00968,Angela Clark,Pharmacist,ST-0125,2022-03-23,40,Senior
EMP-00969,Taylor York,Pharmacy Technician,ST-0125,2018-10-19,30,Senior
EMP-00970,Daniel Davenport,Pharmacy Technician,ST-0125,2019-09-06,35,Junior
EMP-00971,Michael Bradley,Pharmacist,ST-0126,2017-04-19,20,Junior
EMP-00972,Tara Gamble,Pharmacist,ST-0126,2024-03-22,40,Mid
EMP-00973,Angel Powers,Pharmacy Technician,ST-0126,2020-08-21,40,Mid
EMP-00974,Nicholas Freeman,Pharmacy Technician,ST-0126,2022-01-01,30,Junior
EMP-00975,Michael Young,Pharmacy Technician,ST-0126,2021-03-23,30,Mid
EMP-00976,Stephanie Stewart,Pharmacist,ST-0127,2024-01-16,20,Junior
EMP-00977,Matthew Steele,Pharmacist,ST-0127,2018-12-19,35,Mid
EMP-00978,Holly Stewart,Pharmacy Technician,ST-0127,2023-08-30,40,Senior
EMP-00979,Erik Floyd,Pharmacy Technician,ST-0127,2023-10-17,35,Mid
EMP-00980,Ian Frazier,Pharmacy Technician,ST-0127,2022-01-06,35,Mid
EMP-00981,Julie Howard,Pharmacist,ST-0128,2021-07-28,25,Mid
EMP-00982,Mr. Matthew Miller,Pharmacist,ST-0128,2021-02-23,40,Mid
EMP-00983,Brenda Ryan,Pharmacy Technician,ST-0128,2020-11-07,35,Mid
EMP-00984,Lori Luna,Pharmacy Technician,ST-0128,2016-09-09,25,Mid
EMP-00985,Lynn Hess,Pharmacy Technician,ST-0128,2026-03-23,30,Junior
EMP-00986,Kevin Escobar,Pharmacist,ST-0129,2025-10-04,20,Senior
EMP-00987,Steven Fernandez,Pharmacist,ST-0129,2018-11-26,30,Mid
EMP-00988,Daniel Barton,Pharmacist,ST-0129,2021-04-29,30,Senior
EMP-00989,Jonathan Davis,Pharmacy Technician,ST-0129,2022-07-25,30,Mid
EMP-00990,Mary Charles,Pharmacy Technician,ST-0129,2019-03-13,40,Senior
EMP-00991,Brenda Moore,Pharmacy Technician,ST-0129,2026-01-04,25,Senior
EMP-00992,Mary Faulkner,Pharmacist,ST-0130,2024-08-07,35,Mid
EMP-00993,Amanda Juarez,Pharmacist,ST-0130,2020-04-26,25,Junior
EMP-00994,Jacob Williams,Pharmacist,ST-0130,2019-11-22,40,Mid
EMP-00995,Rebecca Hughes,Pharmacy Technician,ST-0130,2024-02-10,30,Mid
EMP-00996,Amanda Wong,Pharmacy Technician,ST-0130,2018-02-17,40,Junior
EMP-00997,Kelly Gallegos,Pharmacy Technician,ST-0130,2020-11-08,35,Junior
EMP-00998,Laura Bennett,Pharmacist,ST-0131,2022-10-25,40,Mid
EMP-00999,Matthew Houston,Pharmacist,ST-0131,2025-03-01,40,Junior
EMP-01000,William Walker,Pharmacist,ST-0131,2023-04-12,20,Junior
EMP-01001,Sean Tucker,Pharmacist,ST-0131,2024-07-29,30,Junior
EMP-01002,Adriana Macias,Pharmacy Technician,ST-0131,2023-11-10,40,Junior
EMP-01003,Billy Schneider,Pharmacy Technician,ST-0131,2019-12-22,30,Mid
EMP-01004,Christopher Guzman,Pharmacy Technician,ST-0131,2018-05-22,30,Mid
EMP-01005,Jennifer Rivera,Pharmacy Technician,ST-0131,2018-04-21,20,Mid
EMP-01006,Mr. Daniel Martin,Pharmacy Technician,ST-0131,2023-05-14,20,Junior
EMP-01007,Andrew Berry,Pharmacy Technician,ST-0131,2019-02-12,40,Junior
EMP-01008,Jose Macdonald,Pharmacy Technician,ST-0131,2018-11-15,35,Mid
EMP-01009,David White,Pharmacist,ST-0132,2023-04-10,30,Senior
EMP-01010,Kristy Smith,Pharmacist,ST-0132,2021-03-13,20,Mid
EMP-01011,Claire Obrien,Pharmacist,ST-0132,2024-05-24,40,Mid
EMP-01012,Carolyn Greer,Pharmacist,ST-0132,2018-10-20,40,Junior
EMP-01013,Samantha White,Pharmacy Technician,ST-0132,2025-01-24,30,Junior
EMP-01014,Nathaniel Cooper,Pharmacy Technician,ST-0132,2024-02-02,40,Senior
EMP-01015,Andrea Gray,Pharmacy Technician,ST-0132,2018-08-16,30,Mid
EMP-01016,Dale Heath,Pharmacy Technician,ST-0132,2024-12-14,25,Mid
EMP-01017,Samantha Jacobs,Pharmacy Technician,ST-0132,2019-05-24,35,Senior
EMP-01018,Lucas Williams,Pharmacy Technician,ST-0132,2025-06-01,35,Junior
EMP-01019,Autumn Olson,Pharmacy Technician,ST-0132,2018-08-04,25,Junior
EMP-01020,Kimberly Smith,Pharmacist,ST-0133,2023-09-19,25,Junior
EMP-01021,Jacqueline Williams,Pharmacist,ST-0133,2025-05-22,40,Mid
EMP-01022,Todd Olson,Pharmacist,ST-0133,2022-11-10,35,Junior
EMP-01023,Robert Velez,Pharmacist,ST-0133,2026-03-05,40,Mid
EMP-01024,Cesar Woods,Pharmacist,ST-0133,2020-04-30,20,Mid
EMP-01025,Angela George,Pharmacy Technician,ST-0133,2025-08-16,35,Junior
EMP-01026,Colin Fletcher,Pharmacy Technician,ST-0133,2016-06-30,35,Mid
EMP-01027,Autumn Smith,Pharmacy Technician,ST-0133,2019-11-14,25,Senior
EMP-01028,Emily Cox,Pharmacy Technician,ST-0133,2019-01-03,40,Mid
EMP-01029,Kevin Green,Pharmacy Technician,ST-0133,2025-06-30,35,Mid
EMP-01030,Jacob Hill,Pharmacy Technician,ST-0133,2023-02-19,40,Mid
EMP-01031,Jennifer Bowers,Pharmacy Technician,ST-0133,2024-07-31,20,Mid
EMP-01032,Justin Webb,Pharmacist,ST-0134,2021-08-04,40,Mid
EMP-01033,Patricia Sanders,Pharmacist,ST-0134,2018-09-21,20,Mid
EMP-01034,Mary Adkins,Pharmacist,ST-0134,2023-12-22,25,Junior
EMP-01035,Tiffany Garcia,Pharmacist,ST-0134,2025-01-08,25,Junior
EMP-01036,George Pierce,Pharmacy Technician,ST-0134,2017-04-05,40,Mid
EMP-01037,Vincent Smith,Pharmacy Technician,ST-0134,2017-12-04,25,Senior
EMP-01038,Kaitlyn Burke,Pharmacy Technician,ST-0134,2017-11-15,40,Senior
EMP-01039,Daniel Miller,Pharmacy Technician,ST-0134,2017-01-06,25,Mid
EMP-01040,Tara Morales,Pharmacy Technician,ST-0134,2025-03-28,40,Mid
EMP-01041,Victor Brown,Pharmacy Technician,ST-0134,2019-05-11,20,Junior
EMP-01042,Jessica Harris,Pharmacist,ST-0135,2025-03-10,35,Senior
EMP-01043,Andrew Greene,Pharmacist,ST-0135,2025-02-24,35,Mid
EMP-01044,Lisa Craig,Pharmacist,ST-0135,2022-06-30,25,Mid
EMP-01045,Aaron Moore,Pharmacist,ST-0135,2021-01-25,40,Mid
EMP-01046,Heather Foster,Pharmacy Technician,ST-0135,2026-05-06,40,Senior
EMP-01047,Adrian Padilla,Pharmacy Technician,ST-0135,2017-11-28,25,Mid
EMP-01048,Molly Hansen,Pharmacy Technician,ST-0135,2026-04-17,30,Mid
EMP-01049,Victor Hill,Pharmacy Technician,ST-0135,2019-09-07,35,Mid
EMP-01050,Jared Smith,Pharmacy Technician,ST-0135,2019-05-09,40,Mid
EMP-01051,Brian Jones,Pharmacist,ST-0136,2021-05-19,40,Mid
EMP-01052,Bruce Palmer,Pharmacist,ST-0136,2020-10-04,25,Mid
EMP-01053,Robin Andrews,Pharmacist,ST-0136,2023-11-28,40,Junior
EMP-01054,Kristine Carrillo,Pharmacy Technician,ST-0136,2022-02-25,40,Senior
EMP-01055,Judy Murray,Pharmacy Technician,ST-0136,2026-05-11,30,Senior
EMP-01056,Karen Scott,Pharmacy Technician,ST-0136,2022-11-19,25,Junior
EMP-01057,Wendy Rhodes,Pharmacy Technician,ST-0136,2020-04-14,25,Senior
EMP-01058,Jennifer Gomez,Pharmacy Technician,ST-0136,2025-06-27,40,Junior
EMP-01059,Ronnie Wright,Pharmacy Technician,ST-0136,2017-12-15,30,Mid
EMP-01060,Paul Peterson,Pharmacist,ST-0137,2025-10-22,20,Senior
EMP-01061,Karen Gomez,Pharmacist,ST-0137,2026-02-18,40,Mid
EMP-01062,Travis Vega,Pharmacist,ST-0137,2019-08-11,40,Mid
EMP-01063,Mr. Nicolas Salas II,Pharmacy Technician,ST-0137,2019-10-28,40,Mid
EMP-01064,Sara Kelly,Pharmacy Technician,ST-0137,2018-03-10,35,Junior
EMP-01065,Blake Sosa,Pharmacy Technician,ST-0137,2024-10-03,40,Mid
EMP-01066,Pamela Weaver,Pharmacy Technician,ST-0137,2017-02-03,25,Junior
EMP-01067,Jacqueline Stewart,Pharmacy Technician,ST-0137,2026-02-23,35,Mid
EMP-01068,Katherine Joyce,Pharmacist,ST-0138,2025-01-26,40,Senior
EMP-01069,Daniel Ray,Pharmacist,ST-0138,2017-04-18,20,Mid
EMP-01070,Jenny Ayers,Pharmacy Technician,ST-0138,2016-12-05,25,Senior
EMP-01071,Jennifer Parks,Pharmacy Technician,ST-0138,2019-05-08,40,Mid
EMP-01072,Bryan Holmes,Pharmacy Technician,ST-0138,2021-09-29,40,Junior
EMP-01073,Alexandra Clark,Pharmacy Technician,ST-0138,2026-04-05,35,Senior
EMP-01074,Isaiah Hensley,Pharmacy Technician,ST-0138,2019-07-23,35,Mid
EMP-01075,Cynthia Ruiz,Pharmacist,ST-0139,2022-03-18,35,Senior
EMP-01076,Jonathan Clark,Pharmacist,ST-0139,2022-09-16,30,Junior
EMP-01077,James Hayes,Pharmacist,ST-0139,2026-02-04,40,Senior
EMP-01078,Kenneth Perez,Pharmacy Technician,ST-0139,2018-01-27,25,Junior
EMP-01079,Regina Peters,Pharmacy Technician,ST-0139,2022-11-08,25,Junior
EMP-01080,Robert Rodgers,Pharmacy Technician,ST-0139,2024-06-03,35,Mid
EMP-01081,Cassandra Porter,Pharmacist,ST-0140,2025-03-03,40,Mid
EMP-01082,Emily Tucker,Pharmacist,ST-0140,2020-08-23,30,Senior
EMP-01083,Laura Ross,Pharmacist,ST-0140,2019-02-25,35,Senior
EMP-01084,Robert Woods,Pharmacy Technician,ST-0140,2018-01-05,35,Junior
EMP-01085,George Ward,Pharmacy Technician,ST-0140,2025-11-27,40,Junior
EMP-01086,Rhonda Cooper,Pharmacy Technician,ST-0140,2023-05-19,40,Junior
EMP-01087,Sean Mccarty,Pharmacy Technician,ST-0140,2019-10-05,25,Senior
EMP-01088,Marie Ryan,Pharmacy Technician,ST-0140,2021-03-20,25,Senior
EMP-01089,Michael Freeman,Pharmacy Technician,ST-0140,2023-12-24,30,Mid
EMP-01090,Jane Mitchell,Pharmacy Technician,ST-0140,2018-11-03,40,Mid
EMP-01091,Margaret Mcfarland,Pharmacist,ST-0141,2023-07-21,30,Junior
EMP-01092,Laura Sweeney,Pharmacist,ST-0141,2017-08-03,20,Junior
EMP-01093,Greg Edwards,Pharmacist,ST-0141,2021-05-01,40,Senior
EMP-01094,Lisa Foster,Pharmacy Technician,ST-0141,2023-12-11,40,Mid
EMP-01095,Teresa Adkins,Pharmacy Technician,ST-0141,2025-03-27,40,Mid
EMP-01096,Jennifer White,Pharmacy Technician,ST-0141,2016-10-07,30,Senior
EMP-01097,David King,Pharmacy Technician,ST-0141,2017-09-26,40,Mid
EMP-01098,James Davis,Pharmacy Technician,ST-0141,2024-06-04,25,Mid
EMP-01099,Allison Sanders,Pharmacist,ST-0142,2017-10-16,35,Senior
EMP-01100,Luke Miller,Pharmacy Technician,ST-0142,2023-01-03,35,Mid
EMP-01101,David Mitchell,Pharmacy Technician,ST-0142,2018-07-11,40,Junior
EMP-01102,Ryan Johnson,Pharmacist,ST-0143,2022-06-12,30,Junior
EMP-01103,Erika Alvarez,Pharmacist,ST-0143,2025-07-28,40,Senior
EMP-01104,Kimberly Taylor,Pharmacist,ST-0143,2025-07-20,30,Senior
EMP-01105,Kyle Welch,Pharmacy Technician,ST-0143,2025-12-20,30,Senior
EMP-01106,Mark Ferguson,Pharmacy Technician,ST-0143,2022-04-13,40,Senior
EMP-01107,Mr. Brandon Parker,Pharmacy Technician,ST-0143,2023-05-22,20,Senior
EMP-01108,Eric Smith,Pharmacy Technician,ST-0143,2018-09-10,40,Junior
EMP-01109,John Smith,Pharmacy Technician,ST-0143,2024-09-28,40,Junior
EMP-01110,Karen Smith,Pharmacist,ST-0144,2023-09-12,40,Junior
EMP-01111,Linda Robles,Pharmacist,ST-0144,2025-09-13,40,Mid
EMP-01112,Jason Castro,Pharmacy Technician,ST-0144,2023-02-02,20,Junior
EMP-01113,Miguel Brewer,Pharmacy Technician,ST-0144,2022-10-24,20,Mid
EMP-01114,Bobby Garrett,Pharmacy Technician,ST-0144,2025-03-01,30,Mid
EMP-01115,Susan Aguirre,Pharmacy Technician,ST-0144,2020-12-31,30,Junior
EMP-01116,Patrick Lamb,Pharmacy Technician,ST-0144,2023-05-26,40,Junior
EMP-01117,Barry Taylor,Pharmacist,ST-0145,2018-04-02,40,Senior
EMP-01118,Lisa Nelson,Pharmacist,ST-0145,2024-09-29,40,Mid
EMP-01119,Alec Williams,Pharmacist,ST-0145,2025-06-23,40,Junior
EMP-01120,William Campbell,Pharmacist,ST-0145,2018-07-02,20,Junior
EMP-01121,Monica Hall,Pharmacy Technician,ST-0145,2018-12-09,40,Junior
EMP-01122,Daniel Fisher,Pharmacy Technician,ST-0145,2024-11-07,35,Senior
EMP-01123,Mrs. Raven Rivera DVM,Pharmacy Technician,ST-0145,2018-11-10,40,Mid
EMP-01124,Reginald Jones,Pharmacy Technician,ST-0145,2024-05-16,20,Senior
EMP-01125,Steven Wright,Pharmacy Technician,ST-0145,2022-11-13,35,Junior
EMP-01126,Barbara Tate,Pharmacy Technician,ST-0145,2020-08-10,20,Senior
EMP-01127,William Wright,Pharmacy Technician,ST-0145,2016-12-11,40,Senior
EMP-01128,Nicolas Davis,Pharmacy Technician,ST-0145,2019-12-03,40,Mid
EMP-01129,Michael Collins,Pharmacist,ST-0146,2021-11-14,35,Mid
EMP-01130,Nicholas Garner,Pharmacist,ST-0146,2025-09-21,30,Mid
EMP-01131,Dawn Little,Pharmacist,ST-0146,2019-10-03,40,Mid
EMP-01132,Anthony Estrada,Pharmacy Technician,ST-0146,2018-04-18,40,Mid
EMP-01133,Jeffrey Smith,Pharmacy Technician,ST-0146,2021-01-26,35,Mid
EMP-01134,Jennifer Sanchez,Pharmacy Technician,ST-0146,2017-02-01,35,Mid
EMP-01135,Melissa Barker,Pharmacy Technician,ST-0146,2019-01-05,25,Mid
EMP-01136,Brandon Moore,Pharmacy Technician,ST-0146,2017-12-05,25,Mid
EMP-01137,Gina Booker,Pharmacy Technician,ST-0146,2017-05-25,35,Mid
EMP-01138,Matthew Miles,Pharmacist,ST-0147,2018-03-15,40,Mid
EMP-01139,David Holden,Pharmacist,ST-0147,2022-04-14,40,Mid
EMP-01140,Jessica Lee,Pharmacist,ST-0147,2022-10-20,35,Junior
EMP-01141,Chad Roach,Pharmacist,ST-0147,2024-08-18,30,Mid
EMP-01142,Kristin Daniels,Pharmacy Technician,ST-0147,2024-09-17,35,Junior
EMP-01143,Cody Bailey,Pharmacy Technician,ST-0147,2024-05-05,25,Junior
EMP-01144,Ronald Rocha,Pharmacy Technician,ST-0147,2025-10-22,40,Junior
EMP-01145,Joseph Cole,Pharmacy Technician,ST-0147,2020-11-08,35,Junior
EMP-01146,Jordan Parsons,Pharmacy Technician,ST-0147,2024-12-24,35,Junior
EMP-01147,Cody Smith,Pharmacy Technician,ST-0147,2022-07-27,25,Mid
EMP-01148,Cynthia Le,Pharmacy Technician,ST-0147,2025-07-17,20,Junior
EMP-01149,Cheryl Vega,Pharmacy Technician,ST-0147,2025-10-03,25,Junior
EMP-01150,Douglas Ortiz,Pharmacist,ST-0148,2021-11-07,25,Junior
EMP-01151,Joseph Jones,Pharmacy Technician,ST-0148,2018-08-01,40,Mid
EMP-01152,Andre Rodriguez,Pharmacy Technician,ST-0148,2019-08-20,35,Junior
EMP-01153,Kenneth Huff,Pharmacy Technician,ST-0148,2024-09-16,40,Mid
EMP-01154,Meredith Scott,Pharmacy Technician,ST-0148,2022-08-10,20,Mid
EMP-01155,Mitchell Smith,Pharmacist,ST-0149,2019-12-05,25,Junior
EMP-01156,Tanya Collier,Pharmacy Technician,ST-0149,2024-05-03,35,Senior
EMP-01157,Amy Grant,Pharmacy Technician,ST-0149,2023-06-14,35,Mid
EMP-01158,Rebecca Brown,Pharmacy Technician,ST-0149,2020-11-23,40,Junior
EMP-01159,Morgan Davenport,Pharmacy Technician,ST-0149,2017-09-13,30,Mid
EMP-01160,Toni Davis,Pharmacist,ST-0150,2020-04-21,30,Mid
EMP-01161,Chelsey Fox,Pharmacist,ST-0150,2020-08-09,40,Mid
EMP-01162,Theresa Hansen,Pharmacy Technician,ST-0150,2025-11-14,35,Junior
EMP-01163,Brian Fowler,Pharmacy Technician,ST-0150,2022-06-19,40,Senior
EMP-01164,Michele Simmons,Pharmacy Technician,ST-0150,2018-02-22,40,Junior
EMP-01165,Christopher Morales,Pharmacy Technician,ST-0150,2022-02-12,35,Junior
EMP-01166,Kimberly Greene,Pharmacist,ST-0151,2022-05-15,30,Junior
EMP-01167,Krista Shea,Pharmacist,ST-0151,2022-09-12,35,Mid
EMP-01168,Mark Mckenzie,Pharmacist,ST-0151,2021-11-16,25,Mid
EMP-01169,Kristine Lewis,Pharmacist,ST-0151,2025-09-26,35,Mid
EMP-01170,Dawn Nixon,Pharmacy Technician,ST-0151,2023-12-27,25,Mid
EMP-01171,April Johnson,Pharmacy Technician,ST-0151,2021-03-19,40,Junior
EMP-01172,Kelly Holder,Pharmacy Technician,ST-0151,2021-07-05,20,Mid
EMP-01173,William Lewis,Pharmacy Technician,ST-0151,2021-09-24,40,Mid
EMP-01174,Rodney Norris,Pharmacy Technician,ST-0151,2021-01-25,40,Mid
EMP-01175,Kayla Duncan,Pharmacy Technician,ST-0151,2026-02-05,35,Junior
EMP-01176,Andrew Kelly,Pharmacist,ST-0152,2018-09-24,35,Senior
EMP-01177,Steve Wright,Pharmacist,ST-0152,2020-09-25,35,Senior
EMP-01178,Anna Ross,Pharmacist,ST-0152,2020-01-28,40,Junior
EMP-01179,Misty Mcguire,Pharmacist,ST-0152,2019-04-26,40,Junior
EMP-01180,Steven Warner PhD,Pharmacy Technician,ST-0152,2017-12-30,35,Junior
EMP-01181,Elizabeth Cross,Pharmacy Technician,ST-0152,2026-03-06,20,Mid
EMP-01182,Richard Weeks,Pharmacy Technician,ST-0152,2022-01-23,30,Mid
EMP-01183,Robert Butler,Pharmacy Technician,ST-0152,2018-06-05,35,Junior
EMP-01184,Cristina Delgado,Pharmacy Technician,ST-0152,2016-07-27,25,Mid
EMP-01185,Lynn Brown,Pharmacy Technician,ST-0152,2025-04-18,30,Mid
EMP-01186,Joshua Hernandez,Pharmacy Technician,ST-0152,2024-12-02,40,Senior
EMP-01187,Brittany Nunez,Pharmacy Technician,ST-0152,2023-01-22,40,Mid
EMP-01188,Nicole Johnston,Pharmacist,ST-0153,2017-11-27,40,Junior
EMP-01189,Dylan Foster,Pharmacist,ST-0153,2018-08-16,30,Mid
EMP-01190,John Mcgee,Pharmacist,ST-0153,2025-09-13,30,Mid
EMP-01191,Bradley Shaw,Pharmacist,ST-0153,2018-08-05,40,Senior
EMP-01192,Karen Gonzalez,Pharmacy Technician,ST-0153,2023-02-06,40,Mid
EMP-01193,Christina Gilbert,Pharmacy Technician,ST-0153,2025-04-17,30,Mid
EMP-01194,Benjamin Frank,Pharmacy Technician,ST-0153,2021-11-16,30,Mid
EMP-01195,Laura Rodriguez,Pharmacy Technician,ST-0153,2023-05-30,40,Mid
EMP-01196,Gregory Flores,Pharmacy Technician,ST-0153,2016-10-14,30,Junior
EMP-01197,Caroline Bailey,Pharmacist,ST-0154,2023-11-24,30,Junior
EMP-01198,Jessica Glass,Pharmacist,ST-0154,2020-05-06,40,Junior
EMP-01199,James Todd,Pharmacist,ST-0154,2017-11-01,25,Junior
EMP-01200,Anthony Rush,Pharmacist,ST-0154,2018-11-20,35,Mid
EMP-01201,Samantha Smith,Pharmacist,ST-0154,2018-04-08,30,Junior
EMP-01202,John Rivera,Pharmacy Technician,ST-0154,2025-07-12,30,Junior
EMP-01203,Joshua Christensen,Pharmacy Technician,ST-0154,2025-09-17,40,Mid
EMP-01204,Dr. Charles Hale,Pharmacy Technician,ST-0154,2016-09-08,30,Junior
EMP-01205,Taylor Rose,Pharmacy Technician,ST-0154,2020-09-20,40,Mid
EMP-01206,Duane Mccormick,Pharmacy Technician,ST-0154,2020-12-27,40,Junior
EMP-01207,Matthew Smith,Pharmacy Technician,ST-0154,2022-12-26,35,Junior
EMP-01208,Mary Durham,Pharmacy Technician,ST-0154,2022-07-03,35,Senior
EMP-01209,Alicia Dillon,Pharmacist,ST-0155,2022-12-13,30,Junior
EMP-01210,James Bray,Pharmacy Technician,ST-0155,2018-01-25,20,Mid
EMP-01211,Kari Harper,Pharmacy Technician,ST-0155,2017-11-14,25,Junior
EMP-01212,Jonathan Ellis,Pharmacy Technician,ST-0155,2016-09-27,40,Mid
EMP-01213,Thomas Torres,Pharmacy Technician,ST-0155,2024-09-16,30,Senior
EMP-01214,Christopher Reed,Pharmacist,ST-0156,2022-05-12,25,Senior
EMP-01215,Eric Ferrell,Pharmacist,ST-0156,2024-11-25,30,Senior
EMP-01216,Antonio Scott,Pharmacy Technician,ST-0156,2022-12-17,35,Senior
EMP-01217,Robin Johnson,Pharmacy Technician,ST-0156,2025-10-25,40,Junior
EMP-01218,Courtney Peterson,Pharmacy Technician,ST-0156,2023-01-22,40,Mid
EMP-01219,Anita Reyes,Pharmacist,ST-0157,2020-03-30,30,Junior
EMP-01220,Kenneth Simmons,Pharmacist,ST-0157,2021-09-09,35,Junior
EMP-01221,Erin Daniels,Pharmacist,ST-0157,2019-11-22,35,Mid
EMP-01222,Lauren Sutton,Pharmacy Technician,ST-0157,2019-10-26,40,Senior
EMP-01223,Ellen Thornton,Pharmacy Technician,ST-0157,2025-04-14,30,Junior
EMP-01224,Jessica Stout,Pharmacy Technician,ST-0157,2018-11-04,30,Junior
EMP-01225,Krystal Moore,Pharmacist,ST-0158,2017-07-12,20,Junior
EMP-01226,Tiffany Wilson,Pharmacist,ST-0158,2021-10-11,30,Senior
EMP-01227,Brianna Johnson,Pharmacy Technician,ST-0158,2021-10-18,35,Junior
EMP-01228,Jennifer Jenkins,Pharmacy Technician,ST-0158,2023-11-29,35,Junior
EMP-01229,Samantha Walsh,Pharmacy Technician,ST-0158,2021-01-12,30,Mid
EMP-01230,Cole Anderson,Pharmacy Technician,ST-0158,2016-10-26,35,Mid
EMP-01231,Lisa Adams,Pharmacist,ST-0159,2026-01-08,40,Senior
EMP-01232,Linda Hall,Pharmacy Technician,ST-0159,2016-10-26,35,Mid
EMP-01233,Michael Woods,Pharmacy Technician,ST-0159,2024-12-02,35,Junior
EMP-01234,Julie Banks,Pharmacist,ST-0160,2019-07-04,30,Junior
EMP-01235,Katherine Taylor,Pharmacist,ST-0160,2019-08-30,35,Mid
EMP-01236,Jason Novak,Pharmacist,ST-0160,2020-12-18,25,Senior
EMP-01237,Courtney Powers,Pharmacy Technician,ST-0160,2019-10-29,40,Mid
EMP-01238,Andrea Ho,Pharmacy Technician,ST-0160,2023-11-06,35,Senior
EMP-01239,Katherine Nguyen,Pharmacy Technician,ST-0160,2024-02-28,25,Mid
EMP-01240,Jessica Parsons,Pharmacy Technician,ST-0160,2022-11-05,25,Mid
EMP-01241,Jennifer Crosby,Pharmacy Technician,ST-0160,2026-02-07,30,Senior
EMP-01242,Kelly Liu,Pharmacy Technician,ST-0160,2017-01-11,40,Junior
EMP-01243,Jocelyn Wilcox,Pharmacy Technician,ST-0160,2017-02-04,35,Senior
EMP-01244,Danielle Medina,Pharmacist,ST-0161,2017-01-15,35,Senior
EMP-01245,Kelli Mccoy,Pharmacist,ST-0161,2017-03-19,35,Mid
EMP-01246,Jeffrey Wilkerson,Pharmacy Technician,ST-0161,2021-03-28,30,Junior
EMP-01247,Jay Austin,Pharmacy Technician,ST-0161,2017-04-20,40,Mid
EMP-01248,Stephanie Ford,Pharmacist,ST-0162,2024-01-22,35,Mid
EMP-01249,Jonathan White,Pharmacist,ST-0162,2026-05-02,35,Senior
EMP-01250,Melissa Taylor,Pharmacy Technician,ST-0162,2023-05-30,40,Mid
EMP-01251,Alexander Chavez,Pharmacy Technician,ST-0162,2019-10-23,40,Mid
EMP-01252,Ann Nguyen,Pharmacist,ST-0163,2019-03-02,35,Senior
EMP-01253,Becky Wilson,Pharmacist,ST-0163,2024-01-08,25,Junior
EMP-01254,Angela Zimmerman,Pharmacist,ST-0163,2025-01-29,40,Mid
EMP-01255,Caitlin Pierce,Pharmacist,ST-0163,2017-02-13,40,Senior
EMP-01256,Susan Cunningham,Pharmacy Technician,ST-0163,2018-12-05,20,Senior
EMP-01257,Charles Hammond,Pharmacy Technician,ST-0163,2017-03-31,30,Mid
EMP-01258,Eric Mack,Pharmacy Technician,ST-0163,2023-12-19,35,Senior
EMP-01259,Christopher Roach,Pharmacy Technician,ST-0163,2019-10-29,20,Mid
EMP-01260,Preston Smith,Pharmacy Technician,ST-0163,2024-11-03,40,Mid
EMP-01261,Kimberly Smith,Pharmacy Technician,ST-0163,2024-10-08,40,Junior
EMP-01262,Kevin Alvarez,Pharmacy Technician,ST-0163,2023-05-09,30,Mid
EMP-01263,Kyle Smith,Pharmacist,ST-0164,2025-09-08,40,Junior
EMP-01264,Mark Wilkins,Pharmacist,ST-0164,2019-11-28,25,Senior
EMP-01265,Charles Delgado,Pharmacy Technician,ST-0164,2016-12-31,20,Senior
EMP-01266,Andrew Lane,Pharmacy Technician,ST-0164,2021-06-14,40,Senior
EMP-01267,Brandon Rodriguez,Pharmacist,ST-0165,2019-05-29,30,Junior
EMP-01268,Duane Guerrero,Pharmacist,ST-0165,2026-02-10,40,Senior
EMP-01269,Cassandra Gibson,Pharmacist,ST-0165,2026-03-23,40,Junior
EMP-01270,Andrew Mack,Pharmacist,ST-0165,2021-11-12,40,Mid
EMP-01271,James Jones,Pharmacy Technician,ST-0165,2023-08-24,40,Mid
EMP-01272,Ana Ruiz,Pharmacy Technician,ST-0165,2018-06-14,40,Mid
EMP-01273,Denise Rose,Pharmacy Technician,ST-0165,2025-04-20,20,Mid
EMP-01274,Daniel Brown,Pharmacy Technician,ST-0165,2026-02-04,20,Mid
EMP-01275,Lori Benitez,Pharmacy Technician,ST-0165,2024-08-08,30,Junior
EMP-01276,Lisa French,Pharmacy Technician,ST-0165,2021-04-05,30,Junior
EMP-01277,Ryan Green,Pharmacy Technician,ST-0165,2026-02-27,40,Senior
EMP-01278,Heather Anderson DDS,Pharmacist,ST-0166,2025-03-20,20,Senior
EMP-01279,Kathleen Morton,Pharmacist,ST-0166,2020-05-02,35,Junior
EMP-01280,Veronica Smith,Pharmacist,ST-0166,2016-10-13,20,Mid
EMP-01281,Robert Mclaughlin,Pharmacist,ST-0166,2019-11-26,40,Mid
EMP-01282,Yvonne Gutierrez,Pharmacy Technician,ST-0166,2022-01-20,20,Junior
EMP-01283,Robert Lewis,Pharmacy Technician,ST-0166,2019-10-19,30,Junior
EMP-01284,Dawn Jones,Pharmacy Technician,ST-0166,2021-06-25,25,Junior
EMP-01285,Erica Smith,Pharmacy Technician,ST-0166,2022-01-16,40,Senior
EMP-01286,Nathaniel Gilbert,Pharmacy Technician,ST-0166,2016-11-13,30,Senior
